#GEN	TIME		EVAL	BEST		AVG		STDDEV		WORST

335	17.65		3360000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
336	17.71		3370000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
337	17.75		3380000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
338	17.79		3390000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
339	17.84		3400000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
340	17.90		3410000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
341	17.96		3420000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
342	18.1		3430000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
343	18.4		3440000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
344	18.11		3450000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
345	18.15		3460000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
346	18.20		3470000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
347	18.26		3480000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
348	18.31		3490000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
349	18.35		3500000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
350	18.41		3510000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
351	18.46		3520000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
352	18.51		3530000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
353	18.56		3540000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
354	18.62		3550000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
355	18.67		3560000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
356	18.73		3570000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
357	18.79		3580000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
358	18.84		3590000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
359	18.89		3600000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
360	18.93		3610000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
361	18.98		3620000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
362	19.3		3630000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
363	19.8		3640000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
364	19.13		3650000		7.53e+29  7.53e+29  0.00e+00  7.53e+29
